Entity,Code,Day,cum_excess_per_million_proj_all_ages
Albania,ALB,2020-01-31,-86.22703
Albania,ALB,2020-02-29,-66.553856
Albania,ALB,2020-03-31,-57.554417
Albania,ALB,2020-04-30,-33.137375
Albania,ALB,2020-05-31,8.022785
Albania,ALB,2020-06-30,65.57725
Albania,ALB,2020-07-31,210.26569
Albania,ALB,2020-08-31,482.82965
Albania,ALB,2020-09-30,644.61005
Albania,ALB,2020-10-31,906.9188
Albania,ALB,2020-11-30,1640.6161
Albania,ALB,2020-12-31,2027.4518
Albania,ALB,2021-01-31,2236.5845
Albania,ALB,2021-02-28,2872.726
Albania,ALB,2021-03-31,3392.709
Albania,ALB,2021-04-30,3634.2747
Albania,ALB,2021-05-31,3702.0923
Albania,ALB,2021-06-30,3776.5657
Albania,ALB,2021-07-31,3802.2776
Albania,ALB,2021-08-31,3938.894
Albania,ALB,2021-09-30,4286.5303
Albania,ALB,2021-10-31,4606.2124
Albania,ALB,2021-11-30,4872.439
Albania,ALB,2021-12-31,5133.621
Albania,ALB,2022-01-31,5464.5186
Albania,ALB,2022-02-28,5753.5435
Albania,ALB,2022-03-31,5783.4136
Albania,ALB,2022-04-30,5778.523
Albania,ALB,2022-05-31,5780.669
Albania,ALB,2022-06-30,5804.6284
Albania,ALB,2022-07-31,5892.1978
Albania,ALB,2022-08-31,5970.1274
Albania,ALB,2022-09-30,5977.832
Albania,ALB,2022-10-31,5988.4224
Albania,ALB,2022-11-30,5968.896
Albania,ALB,2022-12-31,5970.3384
Albania,ALB,2023-01-31,5903.773
Albania,ALB,2023-02-28,5886.509
Albania,ALB,2023-03-31,5820.6646
Albania,ALB,2023-04-30,5802.1997
Albania,ALB,2023-05-31,5810.92
Albania,ALB,2023-06-30,5805.8716
Albania,ALB,2023-07-31,5898.5474
Albania,ALB,2023-08-31,5911.999
Albania,ALB,2023-09-30,5952.4233
Albania,ALB,2023-10-31,5960.4375
Albania,ALB,2023-11-30,5938.5835
Albania,ALB,2023-12-31,5870.339
Algeria,DZA,2020-01-31,2.280686
Algeria,DZA,2020-02-29,2.3174994
Algeria,DZA,2020-03-31,5.0009317
Algeria,DZA,2020-04-30,13.345827
Algeria,DZA,2020-05-31,7.514051
Algeria,DZA,2020-06-30,104.57821
Algeria,DZA,2020-07-31,534.33386
Algeria,DZA,2020-08-31,735.249
Algeria,DZA,2020-09-30,806.3418
Algeria,DZA,2020-10-31,898.00916
Algeria,DZA,2020-11-30,1160.4294
Algeria,DZA,2020-12-31,1273.3618
Algeria,DZA,2021-01-31,1258.5504
Algeria,DZA,2021-02-28,1226.7246
Algeria,DZA,2021-03-31,1229.5994
Algeria,DZA,2021-04-30,1242.1621
Algeria,DZA,2021-05-31,1272.8562
Algeria,DZA,2021-06-30,1341.6235
Algeria,DZA,2021-07-31,1749.8135
Algeria,DZA,2021-08-31,2441.5044
Algeria,DZA,2021-09-30,2578.1902
Algeria,DZA,2021-10-31,2623.0654
Algeria,DZA,2021-11-30,2678.772
Algeria,DZA,2021-12-31,2801.8086
Algeria,DZA,2022-01-31,2931.9316
Algeria,DZA,2022-02-28,3041.133
Algeria,DZA,2022-03-31,3022.081
Algeria,DZA,2022-04-30,2990.8918
Algeria,DZA,2022-05-31,2982.3066
Algeria,DZA,2022-06-30,2963.6555
Algeria,DZA,2022-07-31,2961.0833
Algeria,DZA,2022-08-31,2969.6572
Algeria,DZA,2022-09-30,2957.52
Algeria,DZA,2022-10-31,2939.303
Algeria,DZA,2022-11-30,2945.1267
Algeria,DZA,2022-12-31,2952.565
Algeria,DZA,2023-01-31,2888.9775
Algeria,DZA,2023-02-28,2852.0288
Algeria,DZA,2023-03-31,2823.9604
Algeria,DZA,2023-04-30,2801.9658
Algeria,DZA,2023-05-31,2777.0986
Algeria,DZA,2023-06-30,2744.5354
Algeria,DZA,2023-07-31,2818.3823
Algeria,DZA,2023-08-31,2806.8796
Algeria,DZA,2023-09-30,2790.509
Algeria,DZA,2023-10-31,2769.0078
Algeria,DZA,2023-11-30,2750.1926
Algeria,DZA,2023-12-31,2765.3525
Andorra,AND,2020-01-31,-7.719703
Andorra,AND,2020-02-29,108.07613
Andorra,AND,2020-03-31,205.85927
Andorra,AND,2020-04-30,663.8962
Andorra,AND,2020-05-31,849.1695
Andorra,AND,2020-06-30,851.74274
Andorra,AND,2020-07-31,872.3287
Andorra,AND,2020-08-31,792.55817
Andorra,AND,2020-09-30,815.71735
Andorra,AND,2020-10-31,1119.3597
Andorra,AND,2020-11-30,1026.7231
Andorra,AND,2020-12-31,1152.8119
Andorra,AND,2021-01-31,1347.1293
Andorra,AND,2021-02-28,1441.9976
Andorra,AND,2021-03-31,1354.7188
Andorra,AND,2021-04-30,1583.6675
Andorra,AND,2021-05-31,1708.8936
Andorra,AND,2021-06-30,1616.5552
Andorra,AND,2021-07-31,1630.4691
Andorra,AND,2021-08-31,1659.5621
Andorra,AND,2021-09-30,1663.3568
Andorra,AND,2021-10-31,1651.9727
Andorra,AND,2021-11-30,1643.1183
Andorra,AND,2021-12-31,1773.4039
Antigua and Barbuda,ATG,2020-01-31,33.451294
Antigua and Barbuda,ATG,2020-02-29,-58.270042
Antigua and Barbuda,ATG,2020-03-31,-57.190987
Antigua and Barbuda,ATG,2020-04-30,-60.4282
Antigua and Barbuda,ATG,2020-05-31,-50.716515
Antigua and Barbuda,ATG,2020-06-30,-148.91228
Antigua and Barbuda,ATG,2020-07-31,-160.78209
Antigua and Barbuda,ATG,2020-08-31,-323.72232
Antigua and Barbuda,ATG,2020-09-30,-404.65292
Antigua and Barbuda,ATG,2020-10-31,-474.7928
Antigua and Barbuda,ATG,2020-11-30,-514.71857
Antigua and Barbuda,ATG,2020-12-31,-623.7051
Antigua and Barbuda,ATG,2021-01-31,-540.60425
Antigua and Barbuda,ATG,2021-02-28,-424.76047
Antigua and Barbuda,ATG,2021-03-31,-495.5539
Antigua and Barbuda,ATG,2021-04-30,-506.28015
Antigua and Barbuda,ATG,2021-05-31,-579.2188
Antigua and Barbuda,ATG,2021-06-30,-727.24146
Antigua and Barbuda,ATG,2021-07-31,-660.7385
Antigua and Barbuda,ATG,2021-08-31,-808.7611
Antigua and Barbuda,ATG,2021-09-30,-274.59256
Antigua and Barbuda,ATG,2021-10-31,-619.9787
Antigua and Barbuda,ATG,2021-11-30,-517.0064
Antigua and Barbuda,ATG,2021-12-31,-654.30273
Argentina,ARG,2020-01-31,-15.021306
Argentina,ARG,2020-02-29,-3.3173525
Argentina,ARG,2020-03-31,-2.6978397
Argentina,ARG,2020-04-30,-26.13463
Argentina,ARG,2020-05-31,-81.634636
Argentina,ARG,2020-06-30,-189.7014
Argentina,ARG,2020-07-31,-171.22957
Argentina,ARG,2020-08-31,-53.62373
Argentina,ARG,2020-09-30,195.67665
Argentina,ARG,2020-10-31,478.67007
Argentina,ARG,2020-11-30,684.8183
Argentina,ARG,2020-12-31,801.76245
Argentina,ARG,2021-01-31,978.80176
Argentina,ARG,2021-02-28,1102.9581
Argentina,ARG,2021-03-31,1236.0991
Argentina,ARG,2021-04-30,1547.2697
Argentina,ARG,2021-05-31,2037.8699
Argentina,ARG,2021-06-30,2435.853
Argentina,ARG,2021-07-31,2646.5173
Argentina,ARG,2021-08-31,2762.2676
Argentina,ARG,2021-09-30,2765.532
Argentina,ARG,2021-10-31,2784.3538
Argentina,ARG,2021-11-30,2820.7832
Argentina,ARG,2021-12-31,2887.6165
Argentina,ARG,2022-01-31,3354.0105
Argentina,ARG,2022-02-28,3576.5466
Argentina,ARG,2022-03-31,3681.3252
Argentina,ARG,2022-04-30,3769.9006
Argentina,ARG,2022-05-31,3826.2197
Argentina,ARG,2022-06-30,3875.081
Argentina,ARG,2022-07-31,3907.2607
Argentina,ARG,2022-08-31,3925.061
Argentina,ARG,2022-09-30,3936.2695
Argentina,ARG,2022-10-31,3972.7117
Argentina,ARG,2022-11-30,4023.309
Argentina,ARG,2022-12-31,4112.5483
Argentina,ARG,2023-01-31,4160.6187
Argentina,ARG,2023-02-28,4180.89
Argentina,ARG,2023-03-31,4227.6787
Argentina,ARG,2023-04-30,4278.0635
Argentina,ARG,2023-05-31,4290.5005
Argentina,ARG,2023-06-30,4281.825
Argentina,ARG,2023-07-31,4261.196
Argentina,ARG,2023-08-31,4246.7183
Argentina,ARG,2023-09-30,4255.179
Argentina,ARG,2023-10-31,4261.3335
Argentina,ARG,2023-11-30,4287.984
Argentina,ARG,2023-12-31,4347.6143
Armenia,ARM,2020-01-31,-6.7364683
Armenia,ARM,2020-02-29,62.945347
Armenia,ARM,2020-03-31,55.85245
Armenia,ARM,2020-04-30,83.40441
Armenia,ARM,2020-05-31,79.94707
Armenia,ARM,2020-06-30,412.31686
Armenia,ARM,2020-07-31,665.0605
Armenia,ARM,2020-08-31,723.693
Armenia,ARM,2020-09-30,856.3201
Armenia,ARM,2020-10-31,1447.4572
Armenia,ARM,2020-11-30,2832.147
Armenia,ARM,2020-12-31,3572.8416
Armenia,ARM,2021-01-31,3761.5225
Armenia,ARM,2021-02-28,3842.7488
Armenia,ARM,2021-03-31,4048.8777
Armenia,ARM,2021-04-30,4525.2354
Armenia,ARM,2021-05-31,4728.5693
Armenia,ARM,2021-06-30,4872.1396
Armenia,ARM,2021-07-31,4974.004
Armenia,ARM,2021-08-31,5098.2256
Armenia,ARM,2021-09-30,5433.7
Armenia,ARM,2021-10-31,5983.939
Armenia,ARM,2021-11-30,6861.4473
Armenia,ARM,2021-12-31,7123.4707
Armenia,ARM,2022-01-31,7216.7603
Armenia,ARM,2022-02-28,7610.5786
Armenia,ARM,2022-03-31,7778.032
Armenia,ARM,2022-04-30,7781.1973
Armenia,ARM,2022-05-31,7810.6167
Armenia,ARM,2022-06-30,7823.924
Armenia,ARM,2022-07-31,7807.236
Armenia,ARM,2022-08-31,7864.4204
Armenia,ARM,2022-09-30,8033.3125
Armenia,ARM,2022-10-31,8070.3564
Armenia,ARM,2022-11-30,8061.1494
Armenia,ARM,2022-12-31,8041.9443
Armenia,ARM,2023-01-31,8067.4624
Armenia,ARM,2023-02-28,8052.7754
Armenia,ARM,2023-03-31,8072.142
Armenia,ARM,2023-04-30,8077.1816
Armenia,ARM,2023-05-31,8082.221
Armenia,ARM,2023-06-30,8074.374
Armenia,ARM,2023-07-31,8047.3037
Armenia,ARM,2023-08-31,8168.327
Armenia,ARM,2023-09-30,8232.331
Armenia,ARM,2023-10-31,8309.077
Armenia,ARM,2023-11-30,8308.573
Armenia,ARM,2023-12-31,8289.0625
Aruba,ABW,2020-01-31,106.00673
Aruba,ABW,2020-02-29,91.935036
Aruba,ABW,2020-03-31,242.97118
Aruba,ABW,2020-04-30,249.53796
Aruba,ABW,2020-05-31,107.88296
Aruba,ABW,2020-06-30,183.87007
Aruba,ABW,2020-07-31,113.51162
Aruba,ABW,2020-08-31,185.7463
Aruba,ABW,2020-09-30,473.74692
Aruba,ABW,2020-10-31,621.03064
Aruba,ABW,2020-11-30,605.0827
Aruba,ABW,2020-12-31,570.3725
Aruba,ABW,2021-01-31,674.84485
Aruba,ABW,2021-02-28,959.23706
Aruba,ABW,2021-03-31,1174.1738
Aruba,ABW,2021-04-30,1516.7584
Aruba,ABW,2021-05-31,1589.0298
Aruba,ABW,2021-06-30,1531.7759
Aruba,ABW,2021-07-31,1684.7657
Aruba,ABW,2021-08-31,2299.541
Aruba,ABW,2021-09-30,2689.0552
Aruba,ABW,2021-10-31,3050.4116
Aruba,ABW,2021-11-30,3239.0679
Aruba,ABW,2021-12-31,3305.7075
Australia,AUS,2020-01-05,-1.538758
Australia,AUS,2020-01-12,-3.8644235
Australia,AUS,2020-01-19,-4.553941
Australia,AUS,2020-01-26,-1.168677
Australia,AUS,2020-02-02,-0.4713702
Australia,AUS,2020-02-09,-0.93494165
Australia,AUS,2020-02-16,3.6579552
Australia,AUS,2020-02-23,7.012062
Australia,AUS,2020-03-01,12.571067
Australia,AUS,2020-03-08,13.050227
Australia,AUS,2020-03-15,15.103201
Australia,AUS,2020-03-22,20.44406
Australia,AUS,2020-03-29,26.961382
Australia,AUS,2020-04-05,35.72256
Australia,AUS,2020-04-12,39.63763
Australia,AUS,2020-04-19,41.26209
Australia,AUS,2020-04-26,41.764614
Australia,AUS,2020-05-03,40.32715
Australia,AUS,2020-05-10,39.31819
Australia,AUS,2020-05-17,38.052124
Australia,AUS,2020-05-24,36.287422
Australia,AUS,2020-05-31,32.341187
Australia,AUS,2020-06-07,23.174862
Australia,AUS,2020-06-14,16.657537
Australia,AUS,2020-06-21,6.501736
Australia,AUS,2020-06-28,-6.0459633
Australia,AUS,2020-07-05,-15.266823
Australia,AUS,2020-07-12,-24.534428
Australia,AUS,2020-07-19,-37.012005
Australia,AUS,2020-07-26,-45.25897
Australia,AUS,2020-08-02,-51.012753
Australia,AUS,2020-08-09,-55.847183
Australia,AUS,2020-08-16,-59.49735
Australia,AUS,2020-08-23,-70.51018
Australia,AUS,2020-08-30,-82.808556
Australia,AUS,2020-09-06,-92.26315
Australia,AUS,2020-09-13,-100.603615
Australia,AUS,2020-09-20,-112.263115
Australia,AUS,2020-09-27,-117.52606
Australia,AUS,2020-10-04,-121.15286
Australia,AUS,2020-10-11,-128.61292
Australia,AUS,2020-10-18,-135.41072
Australia,AUS,2020-10-25,-141.21906
Australia,AUS,2020-11-01,-143.95766
Australia,AUS,2020-11-08,-144.94324
Australia,AUS,2020-11-15,-140.0231
Australia,AUS,2020-11-22,-139.90234
Australia,AUS,2020-11-29,-141.69821
Australia,AUS,2020-12-06,-136.14699
Australia,AUS,2020-12-13,-137.3741
Australia,AUS,2020-12-20,-135.3445
Australia,AUS,2020-12-27,-130.26076
Australia,AUS,2021-01-03,-126.8195
Australia,AUS,2021-01-10,-125.50397
Australia,AUS,2021-01-17,-127.0124
Australia,AUS,2021-01-24,-119.76348
Australia,AUS,2021-01-31,-120.01424
Australia,AUS,2021-02-07,-114.20816
Australia,AUS,2021-02-14,-113.9111
Australia,AUS,2021-02-21,-114.08471
Australia,AUS,2021-02-28,-112.16735
Australia,AUS,2021-03-07,-108.52939
Australia,AUS,2021-03-14,-104.48249
Australia,AUS,2021-03-21,-99.22423
Australia,AUS,2021-03-28,-97.15256
Australia,AUS,2021-04-04,-93.80008
Australia,AUS,2021-04-11,-96.24982
Australia,AUS,2021-04-18,-88.87744
Australia,AUS,2021-04-25,-82.11461
Australia,AUS,2021-05-02,-73.878075
Australia,AUS,2021-05-09,-63.319107
Australia,AUS,2021-05-16,-57.350998
Australia,AUS,2021-05-23,-51.6375
Australia,AUS,2021-05-30,-42.907158
Australia,AUS,2021-06-06,-40.002186
Australia,AUS,2021-06-13,-32.69925
Australia,AUS,2021-06-20,-26.206467
Australia,AUS,2021-06-27,-22.23673
Australia,AUS,2021-07-04,-19.941303
Australia,AUS,2021-07-11,-17.630447
Australia,AUS,2021-07-18,-12.511066
Australia,AUS,2021-07-25,-9.760409
Australia,AUS,2021-08-01,-6.0993023
Australia,AUS,2021-08-08,-8.147831
Australia,AUS,2021-08-15,-12.333611
Australia,AUS,2021-08-22,-15.886705
Australia,AUS,2021-08-29,-23.60629
Australia,AUS,2021-09-05,-28.818266
Australia,AUS,2021-09-12,-34.454605
Australia,AUS,2021-09-19,-33.933796
Australia,AUS,2021-09-26,-36.314095
Australia,AUS,2021-10-03,-27.653193
Australia,AUS,2021-10-10,-23.853199
Australia,AUS,2021-10-17,-20.14579
Australia,AUS,2021-10-24,-14.277979
Australia,AUS,2021-10-31,-6.735859
Australia,AUS,2021-11-07,0.06555351
Australia,AUS,2021-11-14,4.050727
Australia,AUS,2021-11-21,15.659029
Australia,AUS,2021-11-28,23.170284
Australia,AUS,2021-12-05,32.02408
Australia,AUS,2021-12-12,39.666504
Australia,AUS,2021-12-19,47.771877
Australia,AUS,2021-12-26,61.880077
Australia,AUS,2022-01-02,71.47764
Australia,AUS,2022-01-09,83.23204
Australia,AUS,2022-01-16,110.755775
Australia,AUS,2022-01-23,145.27026
Australia,AUS,2022-01-30,176.1404
Australia,AUS,2022-02-06,206.66672
Australia,AUS,2022-02-13,228.9493
Australia,AUS,2022-02-20,246.14351
Australia,AUS,2022-02-27,260.78592
Australia,AUS,2022-03-06,275.29843
Australia,AUS,2022-03-13,281.84988
Australia,AUS,2022-03-20,296.13318
Australia,AUS,2022-03-27,309.13293
Australia,AUS,2022-04-03,323.85938
Australia,AUS,2022-04-10,339.25815
Australia,AUS,2022-04-17,350.13394
Australia,AUS,2022-04-24,364.87564
Australia,AUS,2022-05-01,380.54184
Australia,AUS,2022-05-08,401.83118
Australia,AUS,2022-05-15,423.00592
Australia,AUS,2022-05-22,439.00064
Australia,AUS,2022-05-29,456.76022
Australia,AUS,2022-06-05,479.3331
Australia,AUS,2022-06-12,503.85425
Australia,AUS,2022-06-19,534.0291
Australia,AUS,2022-06-26,557.962
Australia,AUS,2022-07-03,576.3404
Australia,AUS,2022-07-10,599.70026
Australia,AUS,2022-07-17,623.8929
Australia,AUS,2022-07-24,645.85455
Australia,AUS,2022-07-31,667.45715
Australia,AUS,2022-08-07,692.65063
Australia,AUS,2022-08-14,713.7031
Australia,AUS,2022-08-21,725.8319
Australia,AUS,2022-08-28,735.13385
Australia,AUS,2022-09-04,738.2472
Australia,AUS,2022-09-11,745.63904
Australia,AUS,2022-09-18,753.16846
Australia,AUS,2022-09-25,761.91266
Australia,AUS,2022-10-02,765.2017
Australia,AUS,2022-10-09,771.7761
Australia,AUS,2022-10-16,778.75543
Australia,AUS,2022-10-23,790.7008
Australia,AUS,2022-10-30,796.5494
Australia,AUS,2022-11-06,805.36993
Australia,AUS,2022-11-13,820.4555
Australia,AUS,2022-11-20,835.5639
Australia,AUS,2022-11-27,851.31415
Australia,AUS,2022-12-04,866.1017
Australia,AUS,2022-12-11,888.3232
Australia,AUS,2022-12-18,906.4189
Australia,AUS,2022-12-25,927.5937
Australia,AUS,2023-01-01,935.7613
Australia,AUS,2023-01-08,952.37683
Australia,AUS,2023-01-15,961.269
Australia,AUS,2023-01-22,972.9978
Australia,AUS,2023-01-29,981.1562
Australia,AUS,2023-02-05,995.93353
Australia,AUS,2023-02-12,1003.3052
Australia,AUS,2023-02-19,1014.6406
Australia,AUS,2023-02-26,1021.59625
Australia,AUS,2023-03-05,1031.7139
Australia,AUS,2023-03-12,1043.3292
Australia,AUS,2023-03-19,1058.5907
Australia,AUS,2023-03-26,1069.1016
Australia,AUS,2023-04-02,1078.145
Australia,AUS,2023-04-09,1085.7361
Australia,AUS,2023-04-16,1099.0989
Australia,AUS,2023-04-23,1114.5494
Australia,AUS,2023-04-30,1129.062
Australia,AUS,2023-05-07,1143.3552
Australia,AUS,2023-05-14,1162.4897
Australia,AUS,2023-05-21,1182.7363
Australia,AUS,2023-05-28,1201.1371
Australia,AUS,2023-06-04,1222.7905
Australia,AUS,2023-06-11,1233.589
Australia,AUS,2023-06-18,1242.9879
Australia,AUS,2023-06-25,1259.8606
Australia,AUS,2023-07-02,1270.9692
Australia,AUS,2023-07-09,1281.9038
Australia,AUS,2023-07-16,1289.3132
Australia,AUS,2023-07-23,1294.2491
Australia,AUS,2023-07-30,1298.7916
Australia,AUS,2023-08-06,1301.2161
Australia,AUS,2023-08-13,1302.5284
Australia,AUS,2023-08-20,1304.083
Australia,AUS,2023-08-27,1298.9807
Australia,AUS,2023-09-03,1292.6302
Australia,AUS,2023-09-10,1286.9607
Australia,AUS,2023-09-17,1287.7814
Australia,AUS,2023-09-24,1283.6776
Australia,AUS,2023-10-01,1287.3729
Australia,AUS,2023-10-08,1287.2103
Australia,AUS,2023-10-15,1295.5804
Australia,AUS,2023-10-22,1298.0503
Australia,AUS,2023-10-29,1303.1072
Australia,AUS,2023-11-05,1313.187
Australia,AUS,2023-11-12,1327.8054
Australia,AUS,2023-11-19,1344.5269
Australia,AUS,2023-11-26,1355.1135
Australia,AUS,2023-12-03,1369.3235
Australia,AUS,2023-12-10,1383.7454
Australia,AUS,2023-12-17,1393.8553
Australia,AUS,2023-12-24,1407.2408
Australia,AUS,2023-12-31,1420.1497
Austria,AUT,2020-01-05,-24.83222
Austria,AUT,2020-01-12,-45.623028
Austria,AUT,2020-01-19,-47.262043
Austria,AUT,2020-01-26,-46.49866
Austria,AUT,2020-02-02,-34.91329
Austria,AUT,2020-02-09,-55.232605
Austria,AUT,2020-02-16,-68.479454
Austria,AUT,2020-02-23,-82.31005
Austria,AUT,2020-03-01,-90.59495
Austria,AUT,2020-03-08,-94.9507
Austria,AUT,2020-03-15,-96.81423
Austria,AUT,2020-03-22,-73.14952
Austria,AUT,2020-03-29,-62.933735
Austria,AUT,2020-04-05,-38.64036
Austria,AUT,2020-04-12,-12.977404
Austria,AUT,2020-04-19,3.6821938
Austria,AUT,2020-04-26,13.853075
Austria,AUT,2020-05-03,12.528385
Austria,AUT,2020-05-10,18.972193
Austria,AUT,2020-05-17,18.725224
Austria,AUT,2020-05-24,22.789082
Austria,AUT,2020-05-31,20.139715
Austria,AUT,2020-06-07,25.909954
Austria,AUT,2020-06-14,25.281292
Austria,AUT,2020-06-21,22.946249
Austria,AUT,2020-06-28,24.51791
Austria,AUT,2020-07-05,35.699142
Austria,AUT,2020-07-12,33.611084
Austria,AUT,2020-07-19,27.998014
Austria,AUT,2020-07-26,20.925545
Austria,AUT,2020-08-02,20.701021
Austria,AUT,2020-08-09,18.635408
Austria,AUT,2020-08-16,32.46601
Austria,AUT,2020-08-23,34.03767
Austria,AUT,2020-08-30,38.752647
Austria,AUT,2020-09-06,52.403633
Austria,AUT,2020-09-13,65.65048
Austria,AUT,2020-09-20,78.874886
Austria,AUT,2020-09-27,83.38779
Austria,AUT,2020-10-04,88.25993
Austria,AUT,2020-10-11,97.442924
Austria,AUT,2020-10-18,107.27702
Austria,AUT,2020-10-25,134.64636
Austria,AUT,2020-11-01,174.36446
Austria,AUT,2020-11-08,227.73354
Austria,AUT,2020-11-15,307.5963
Austria,AUT,2020-11-22,402.3225
Austria,AUT,2020-11-29,499.15918
Austria,AUT,2020-12-06,602.6418
Austria,AUT,2020-12-13,698.2885
Austria,AUT,2020-12-20,763.6471
Austria,AUT,2020-12-27,805.0267
Austria,AUT,2021-01-03,831.263
Austria,AUT,2021-01-10,844.53345
Austria,AUT,2021-01-17,852.5361
Austria,AUT,2021-01-24,873.94366
Austria,AUT,2021-01-31,892.70605
Austria,AUT,2021-02-07,894.4769
Austria,AUT,2021-02-14,881.0944
Austria,AUT,2021-02-21,867.2636
Austria,AUT,2021-02-28,846.3492
Austria,AUT,2021-03-07,816.9614
Austria,AUT,2021-03-14,813.3524
Austria,AUT,2021-03-21,808.1967
Austria,AUT,2021-03-28,811.0436
Austria,AUT,2021-04-04,821.9827
Austria,AUT,2021-04-11,827.69885
Austria,AUT,2021-04-18,841.3952
Austria,AUT,2021-04-25,857.0866
Austria,AUT,2021-05-02,878.9649
Austria,AUT,2021-05-09,897.6601
Austria,AUT,2021-05-16,912.90314
Austria,AUT,2021-05-23,916.4225
Austria,AUT,2021-05-30,920.77124
Austria,AUT,2021-06-06,938.92847
Austria,AUT,2021-06-13,952.2662
Austria,AUT,2021-06-20,966.7247
Austria,AUT,2021-06-27,991.24805
Austria,AUT,2021-07-04,1000.0577
Austria,AUT,2021-07-11,1000.97675
Austria,AUT,2021-07-18,1006.6929
Austria,AUT,2021-07-25,1015.5025
Austria,AUT,2021-08-01,1017.2509
Austria,AUT,2021-08-08,1008.8
Austria,AUT,2021-08-15,1027.7642
Austria,AUT,2021-08-22,1042.8728
Austria,AUT,2021-08-29,1054.9327
Austria,AUT,2021-09-05,1064.9752
Austria,AUT,2021-09-12,1090.1039
Austria,AUT,2021-09-19,1104.6296
Austria,AUT,2021-09-26,1119.0209
Austria,AUT,2021-10-03,1138.949
Austria,AUT,2021-10-10,1146.1222
Austria,AUT,2021-10-17,1155.9181
Austria,AUT,2021-10-24,1177.236
Austria,AUT,2021-10-31,1216.7334
Austria,AUT,2021-11-07,1262.0592
Austria,AUT,2021-11-14,1320.0052
Austria,AUT,2021-11-21,1379.7446
Austria,AUT,2021-11-28,1445.6934
Austria,AUT,2021-12-05,1516.215
Austria,AUT,2021-12-12,1571.2917
Austria,AUT,2021-12-19,1604.6472
Austria,AUT,2021-12-26,1624.4633
Austria,AUT,2022-01-02,1632.8217
Austria,AUT,2022-01-09,1623.3135
Austria,AUT,2022-01-16,1599.8225
Austria,AUT,2022-01-23,1599.554
Austria,AUT,2022-01-30,1598.0999
Austria,AUT,2022-02-06,1591.5447
Austria,AUT,2022-02-13,1590.3367
Austria,AUT,2022-02-20,1598.3011
Austria,AUT,2022-02-27,1597.5181
Austria,AUT,2022-03-06,1609.7557
Austria,AUT,2022-03-13,1616.736
Austria,AUT,2022-03-20,1636.267
Austria,AUT,2022-03-27,1677.6558
Austria,AUT,2022-04-03,1708.4401
Austria,AUT,2022-04-10,1747.2113
Austria,AUT,2022-04-17,1773.4764
Austria,AUT,2022-04-24,1784.6179
Austria,AUT,2022-05-01,1805.2899
Austria,AUT,2022-05-08,1822.4495
Austria,AUT,2022-05-15,1833.9265
Austria,AUT,2022-05-22,1845.7838
Austria,AUT,2022-05-29,1854.4419
Austria,AUT,2022-06-05,1869.1628
Austria,AUT,2022-06-12,1885.338
Austria,AUT,2022-06-19,1902.52
Austria,AUT,2022-06-26,1926.2794
Austria,AUT,2022-07-03,1951.247
Austria,AUT,2022-07-10,1965.7666
Austria,AUT,2022-07-17,1982.7247
Austria,AUT,2022-07-24,2021.3394
Austria,AUT,2022-07-31,2044.9646
Austria,AUT,2022-08-07,2058.8577
Austria,AUT,2022-08-14,2070.2454
Austria,AUT,2022-08-21,2091.7676
Austria,AUT,2022-08-28,2101.1863
Austria,AUT,2022-09-04,2100.6492
Austria,AUT,2022-09-11,2115.7283
Austria,AUT,2022-09-18,2130.5164
Austria,AUT,2022-09-25,2152.553
Austria,AUT,2022-10-02,2177.543
Austria,AUT,2022-10-09,2214.1887
Austria,AUT,2022-10-16,2238.0154
Austria,AUT,2022-10-23,2263.6094
Austria,AUT,2022-10-30,2295.8254
Austria,AUT,2022-11-06,2315.1775
Austria,AUT,2022-11-13,2336.61
Austria,AUT,2022-11-20,2358.4902
Austria,AUT,2022-11-27,2377.954
Austria,AUT,2022-12-04,2410.819
Austria,AUT,2022-12-11,2440.5745
Austria,AUT,2022-12-18,2500.5544
Austria,AUT,2022-12-25,2567.4924
Austria,AUT,2023-01-01,2621.1968
Austria,AUT,2023-01-08,2677.8552
Austria,AUT,2023-01-15,2702.367
Austria,AUT,2023-01-22,2703.8403
Austria,AUT,2023-01-29,2702.3447
Austria,AUT,2023-02-05,2692.1873
Austria,AUT,2023-02-12,2669.6177
Austria,AUT,2023-02-19,2659.9958
Austria,AUT,2023-02-26,2659.728
Austria,AUT,2023-03-05,2658.8352
Austria,AUT,2023-03-12,2664.5278
Austria,AUT,2023-03-19,2671.024
Austria,AUT,2023-03-26,2683.704
Austria,AUT,2023-04-02,2684.3516
Austria,AUT,2023-04-09,2691.2942
Austria,AUT,2023-04-16,2700.8267
Austria,AUT,2023-04-23,2719.1545
Austria,AUT,2023-04-30,2733.5981
Austria,AUT,2023-05-07,2742.8628
Austria,AUT,2023-05-14,2757.842
Austria,AUT,2023-05-21,2760.3647
Austria,AUT,2023-05-28,2768.6245
Austria,AUT,2023-06-04,2776.237
Austria,AUT,2023-06-11,2779.0498
Austria,AUT,2023-06-18,2783.9834
Austria,AUT,2023-06-25,2797.936
Austria,AUT,2023-07-02,2793.672
Austria,AUT,2023-07-09,2797.9583
Austria,AUT,2023-07-16,2811.375
Austria,AUT,2023-07-23,2814.0317
Austria,AUT,2023-07-30,2804.968
Austria,AUT,2023-08-06,2791.5513
Austria,AUT,2023-08-13,2799.7444
